ndc,rxcui,atc_class,atc_class_name
52015-0080-01,1111110,A07AA,Antibiotics
0185-0771-30,854905,C07AB,"Beta blocking agents, selective"
65597-0701-18,866912,C10AC,Bile acid sequestrants
51079-0938-20,313219,G04CA,Alpha-adrenoreceptor antagonists
24208-0635-62,310687,S02CA,Corticosteroids and antiinfectives in combination
0143-9552-01,237788,V03AF,Detoxifying agents for antineoplastic treatment
16729-0332-05,1736781,L01XA,Platinum compounds
68462-0293-01,897640,C08DA,Phenylalkylamine derivatives
0228-2571-11,197816,C03BA,"Sulfonamides, plain"
68084-0844-01,313584,N06AX,Other antidepressants
0591-5643-01,197986,C02DC,Pyrimidine derivatives
0378-1807-77,966253,H03AA,Thyroid hormones
0781-2145-01,308212,J01CA,Penicillins with extended spectrum
68084-0805-21,1091497,N06BA,Centrally acting sympathomimetics
63020-0049-01,402244,L01XG,Proteasome inhibitors
57894-0502-20,1726440,L01FC,CD38 (Clusters of Differentiation 38) inhibitors
67457-0215-01,311487,L01AA,Nitrogen mustard analogues
25021-0122-50,1665088,J01DE,Fourth-generation cephalosporins
66993-0068-85,314200,A02BC,Proton pump inhibitors
63323-0064-02,1658221,B05XA,Electrolyte solutions
67457-0181-20,238082,N01AX,Other general anesthetics
63459-0541-28,668622,N01AH,Opioid anesthetics
60505-7008-02,197696,N02AB,Phenylpiperidine derivatives
68817-0134-50,583218,L01CD,Taxanes
63323-0711-00,2055036,V03AF,Detoxifying agents for antineoplastic treatment
0703-3986-01,1736781,L01XA,Platinum compounds
61958-2002-01,1747697,J05AF,Nucleoside and nucleotide reverse transcriptase inhibitors
33342-0096-07,349251,J05AF,Nucleoside and nucleotide reverse transcriptase inhibitors
47781-0508-01,198250,A01AB,Antiinfectives and antiseptics for local oral treatment
61958-2501-01,1999673,J05AF,Nucleoside and nucleotide reverse transcriptase inhibitors
0781-1061-01,308047,N05BA,Benzodiazepine derivatives
0378-5052-01,476399,N04BA,Dopa and dopa derivatives
16571-0302-16,995868,R05DA,Opium alkaloids and derivatives
0469-0125-99,1307309,L02BB,Anti-androgens
0781-6270-43,283536,N03AF,Carboxamide derivatives
63304-0653-25,283536,N03AF,Carboxamide derivatives
0904-6509-04,602964,N05AX,Other antipsychotics
51079-0460-20,312828,N05AX,Other antipsychotics
57237-0018-90,596930,N06AX,Other antidepressants
0703-0113-03,1724340,N02AA,Natural opium alkaloids
0703-2056-03,199211,M03AC,Other quaternary ammonium compounds
13668-0080-30,242438,R03DC,Leukotriene receptor antagonists
60793-0116-01,903699,H03AA,Thyroid hormones
23155-0663-01,308868,A11CC,Vitamin D and analogues
63323-0883-30,1790100,L01DB,Anthracyclines and related substances
67457-0441-20,283504,A04AA,Serotonin (5HT3) antagonists
0703-5653-01,206831,L01CB,Podophyllotoxin derivatives
78206-0118-01,578806,A07EA,Corticosteroids acting locally
0409-7418-03,244250,B05AA,Blood substitutes and plasma protein fractions
24208-0485-10,310015,S01EC,Carbonic anhydrase inhibitors
69547-0353-02,1725064,V03AB,Antidotes
16729-0242-31,351114,M05BA,Bisphosphonates
63323-0426-10,1234995,M03AC,Other quaternary ammonium compounds
0338-0043-03,1807551,B05XA,Electrolyte solutions
51079-0486-20,865123,N05AB,Phenothiazines with piperazine structure
0781-1439-01,859841,N05AB,Phenothiazines with piperazine structure
0143-9786-10,1729205,C09AA,"ACE inhibitors, plain"
42571-0265-75,240793,C02DD,Nitroferricyanide derivatives
63323-0012-12,1791721,H01BB,Oxytocin and analogues
0168-0015-31,106258,D07AA,"Corticosteroids, weak (group I)"
0168-0060-60,1191315,D07AC,"Corticosteroids, potent (group III)"
0496-0748-04,1246076,D04AB,Anesthetics for topical use
51079-0277-20,856448,C07AA,"Beta blocking agents, non-selective"
66490-0690-10,207478,N03AA,Barbiturates and derivatives
17478-0937-25,1791233,C08DB,Benzothiazepine derivatives
65162-0914-46,348719,J01GB,Other aminoglycosides
68462-0639-45,198039,C01DA,Organic nitrates
24338-0132-13,686402,D10AF,Antiinfectives for treatment of acne
67457-0255-10,1193362,N03AX,Other antiepileptics
0904-6821-04,349251,J05AF,Nucleoside and nucleotide reverse transcriptase inhibitors
61958-2301-01,1858267,J05AF,Nucleoside and nucleotide reverse transcriptase inhibitors
0115-5211-16,1048445,C10AC,Bile acid sequestrants
51079-0921-20,197536,N05AH,"Diazepines, oxazepines, thiazepines and oxepines"
0409-0201-20,1093280,L01CD,Taxanes
0406-8390-62,891874,N02AA,Natural opium alkaloids
65862-0927-30,200172,G04CB,Testosterone-5-alpha reductase inhibitors
66689-0323-50,308976,N03AF,Carboxamide derivatives
0436-0672-16,644133,D08AX,Other antiseptics and disinfectants
60687-0163-01,309114,J01DB,First-generation cephalosporins
45802-0040-64,238600,D11AC,Medicated shampoos
0536-1962-97,210177,D10AB,Preparations containing sulfur
0121-4810-40,312055,A07AA,Antibiotics
0143-1254-01,197783,H02AB,Glucocorticoids
59730-4203-01,1658127,J06BB,Specific immunoglobulins
0338-0004-04,150985,V07AB,"Solvents and diluting agents, incl. irrigating solutions"
39822-1055-05,239240,J02AA,Antibiotics
0168-0021-31,308512,D06AX,Other antibiotics for topical use
60432-0126-08,860225,G03AC,Progestogens
68682-0012-27,617325,C03CC,Aryloxyacetic acid derivatives
36000-0048-24,1665515,J01MA,Fluoroquinolones
49884-0055-01,835564,N06AA,Non-selective monoamine reuptake inhibitors
10019-0055-61,1736543,C07AB,"Beta blocking agents, selective"
0338-0048-03,486515,B05CB,Salt solutions
0338-0048-04,486515,B05CB,Salt solutions
51079-0893-20,197419,C03CA,"Sulfonamides, plain"
0409-4279-02,1737562,N01BB,Amides
0168-0312-30,857366,D01AC,Imidazole and triazole derivatives
50458-0596-01,199387,N05AX,Other antipsychotics
0781-1071-01,197940,S01EC,Carbonic anhydrase inhibitors
45802-0048-35,884308,A07AA,Antibiotics
50242-0100-39,205532,R05CB,Mucolytics
63323-0713-13,1662285,J01XX,Other antibacterials
76329-1240-01,727625,B02BA,Vitamin K
16729-0114-31,310248,L01CB,Podophyllotoxin derivatives
0904-6601-61,198078,N05AB,Phenothiazines with piperazine structure
0904-6788-61,885219,N04AC,Ethers of tropine or tropine derivatives
0406-1144-01,1091150,N06BA,Centrally acting sympathomimetics
0409-7419-03,244250,B05AA,Blood substitutes and plasma protein fractions
0703-4246-01,597195,L01XA,Platinum compounds
49702-0222-48,213461,J05AF,Nucleoside and nucleotide reverse transcriptase inhibitors
49702-0221-44,213460,J05AF,Nucleoside and nucleotide reverse transcriptase inhibitors
17478-0766-10,260243,G03DA,Pregnen (4) derivatives
70860-0651-10,1234995,M03AC,Other quaternary ammonium compounds
0703-5140-01,1803932,V03AF,Detoxifying agents for antineoplastic treatment
63323-0122-50,311625,L01BA,Folic acid analogues
25021-0814-30,1803932,V03AF,Detoxifying agents for antineoplastic treatment
61703-0408-41,1655956,L01BA,Folic acid analogues
51079-0582-05,197862,V03AF,Detoxifying agents for antineoplastic treatment
16571-0421-03,199224,L02BG,Aromatase inhibitors
66689-0307-08,311880,L04AA,Selective immunosuppressants
70010-0051-40,863559,J05AB,Nucleosides and nucleotides excl. reverse transcriptase inhibitors
0121-0854-16,208406,J01EC,Intermediate-acting sulfonamides
0713-0683-15,197735,D06AX,Other antibiotics for topical use
57664-0135-65,198037,C08CA,Dihydropyridine derivatives
63402-0304-30,1040036,N05AE,Indole derivatives
0781-1048-01,198078,N05AB,Phenothiazines with piperazine structure
65862-0147-36,313161,N02CC,Selective serotonin (5HT1) agonists
51672-1386-03,103456,D07AC,"Corticosteroids, potent (group III)"
70069-0231-01,861200,D11AX,Other dermatologicals
10147-0881-06,310436,N06DA,Anticholinesterases
0378-5814-77,349201,C09CA,"Angiotensin II receptor blockers (ARBs), plain"
0472-0220-63,309368,A01AB,Antiinfectives and antiseptics for local oral treatment
0121-0531-07,702519,N03AA,Barbiturates and derivatives
66591-0800-30,210453,A11HA,Other plain vitamin preparations
51672-2018-02,203105,D07AA,"Corticosteroids, weak (group I)"
0641-6041-25,860092,M01AB,Acetic acid derivatives and related substances
0781-5239-64,312087,A04AA,Serotonin (5HT3) antagonists
0169-3685-12,977842,A10AD,"Insulins and analogues for injection, intermediate- or long-acting combined with fast-acting"
52565-0012-59,1191310,D07AC,"Corticosteroids, potent (group III)"
68084-0503-01,856535,C07AA,"Beta blocking agents, non-selective"
0168-0064-60,1191256,D07AC,"Corticosteroids, potent (group III)"
0378-6470-99,226552,N05CM,Other hypnotics and sedatives
51991-0819-01,856460,C07AA,"Beta blocking agents, non-selective"
76329-3339-01,1190546,A03BA,"Belladonna alkaloids, tertiary amines"
60687-0549-21,616749,C01EB,Other cardiac preparations
0115-3511-01,903857,N07AA,Anticholinesterases
0904-0428-06,1649988,J01AA,Tetracyclines
68462-0380-01,313291,R03DA,Xanthines
76204-0800-01,311286,R03AC,Selective beta-2-adrenoreceptor agonists
0143-9720-24,1665515,J01MA,Fluoroquinolones
0904-7162-61,861007,A10BA,Biguanides
68084-0112-01,315107,A10BB,Sulfonylureas
50474-0470-66,1739774,N03AX,Other antiepileptics
50474-0870-15,1739788,N03AX,Other antiepileptics
50474-0970-75,1739754,N03AX,Other antiepileptics
50474-0570-09,1739778,N03AX,Other antiepileptics
66993-0478-60,205328,J05AF,Nucleoside and nucleotide reverse transcriptase inhibitors
24208-0830-60,309680,S01CA,Corticosteroids and antiinfectives in combination
25021-0782-20,283504,A04AA,Serotonin (5HT3) antagonists
51079-0657-20,197316,R03CC,Selective beta-2-adrenoreceptor agonists
66993-0594-02,861237,N06BA,Centrally acting sympathomimetics
60687-0349-01,312743,N05AH,"Diazepines, oxazepines, thiazepines and oxepines"
0409-7248-03,310757,B05AA,Blood substitutes and plasma protein fractions
0536-0091-85,308078,A02AB,Aluminium compounds
76329-3304-01,828527,A12AA,Calcium
62175-0177-37,1299896,C09AA,"ACE inhibitors, plain"
0781-7238-64,1010604,N07BC,Drugs used in opioid dependence
50268-0145-15,351267,N02AE,Oripavine derivatives
0115-2111-01,905341,D06AA,Tetracycline and derivatives
51079-0027-20,852920,C01BA,"Antiarrhythmics, class Ia"
51079-0499-20,198427,N03AX,Other antiepileptics
38341-0106-77,892798,C05AD,Local anesthetics
25021-0233-20,1736781,L01XA,Platinum compounds
43598-0165-30,312079,N05AH,"Diazepines, oxazepines, thiazepines and oxepines"
0378-0156-01,198152,M04AB,Preparations increasing uric acid excretion
0591-5347-10,198152,M04AB,Preparations increasing uric acid excretion
68462-0435-18,835726,N07BB,Drugs used in alcohol dependence
60505-3250-06,205328,J05AF,Nucleoside and nucleotide reverse transcriptase inhibitors
0185-0128-01,197417,C03CA,"Sulfonamides, plain"
45802-0160-00,855633,M02AA,"Antiinflammatory preparations, non-steroids for topical use"
68462-0101-30,197701,J02AC,Triazole and tetrazole derivatives
16571-0600-96,831261,A07EB,"Antiallergic agents, excl. corticosteroids"
68094-0004-62,1014673,R06AE,Piperazine derivatives
59310-0302-40,1998774,A07EA,Corticosteroids acting locally
65162-0893-74,485496,N05AX,Other antipsychotics
50268-0627-15,863636,G04BD,Drugs for urinary frequency and incontinence
16729-0318-01,863619,G04BD,Drugs for urinary frequency and incontinence
36000-0306-60,483017,N02BE,Anilides
63739-0525-10,313565,J05AB,Nucleosides and nucleotides excl. reverse transcriptase inhibitors
60758-0188-05,310467,D06AX,Other antibiotics for topical use
65862-0021-06,283406,N06AX,Other antidepressants
49348-0950-04,312398,C05AX,Other agents for treatment of hemorrhoids and anal fissures for topical use
61990-0130-02,1659149,J01CR,"Combinations of penicillins, incl. beta-lactamase inhibitors"
11845-0118-31,435020,A11CC,Vitamin D and analogues
49999-0168-50,239191,J01CA,Penicillins with extended spectrum
60505-0794-04,854241,B01AB,Heparin group
63629-3774-01,1049586,N02AA,Natural opium alkaloids
0703-4412-11,1863355,L01CA,Vinca alkaloids and analogues
0143-9872-01,856443,C07AA,"Beta blocking agents, non-selective"
11980-0022-05,1012017,S01CA,Corticosteroids and antiinfectives in combination
52817-0364-10,198313,C03DB,Other potassium-sparing agents
51079-0581-06,197863,V03AF,Detoxifying agents for antineoplastic treatment
16729-0277-35,1655956,L01BA,Folic acid analogues
0121-0653-04,861848,N05AB,Phenothiazines with piperazine structure
63323-0281-10,865129,N05AB,Phenothiazines with piperazine structure
51079-0488-20,859841,N05AB,Phenothiazines with piperazine structure
69809-0127-05,104776,N05AH,"Diazepines, oxazepines, thiazepines and oxepines"
0121-0654-02,859835,N05AB,Phenothiazines with piperazine structure
0781-1436-13,865117,N05AB,Phenothiazines with piperazine structure
0904-6791-04,260218,N06BA,Centrally acting sympathomimetics
0472-0117-20,106302,D10AD,Retinoids for topical use in acne
0143-9701-01,1726324,L01CE,Topoisomerase 1 (TOP1) inhibitors
0517-0401-25,1666781,A03BA,"Belladonna alkaloids, tertiary amines"
0143-9702-01,1726319,L01CE,Topoisomerase 1 (TOP1) inhibitors
63323-0193-55,1726324,L01CE,Topoisomerase 1 (TOP1) inhibitors
50268-0303-15,310273,A02BA,H2-receptor antagonists
13668-0155-90,606730,A02BC,Proton pump inhibitors
61958-1401-01,1551999,V03AX,Other therapeutic products
51079-0852-03,310436,N06DA,Anticholinesterases
0187-0938-01,153655,N04BX,Other dopaminergic agents
0781-1961-60,197516,J01FA,Macrolides
11980-0801-03,1243587,S01BC,"Antiinflammatory agents, non-steroids"
24208-0457-25,854801,D11AX,Other dermatologicals
50222-0260-06,108959,D05AX,Other antipsoriatics for topical use
0168-0057-60,240209,A07EA,Corticosteroids acting locally
58406-0435-04,802652,L04AB,Tumor necrosis factor alpha (TNF-alpha) inhibitors
0409-1141-02,313016,B05XA,Electrolyte solutions
51079-0794-20,198012,M01AE,Propionic acid derivatives
60687-0338-01,616487,N05AH,"Diazepines, oxazepines, thiazepines and oxepines"
68180-0558-09,312749,C09AA,"ACE inhibitors, plain"
60505-7083-02,197696,N02AB,Phenylpiperidine derivatives
51991-0900-01,199450,N05BA,Benzodiazepine derivatives
67386-0314-01,1191056,N05BA,Benzodiazepine derivatives
24208-0735-01,1298066,S01FA,Anticholinergics
0143-9709-10,1791859,C01CE,Phosphodiesterase inhibitors
0143-9506-10,1654006,N01AX,Other general anesthetics
17478-0284-35,545236,D06AX,Other antibiotics for topical use
50383-0172-90,197448,A16AA,Amino acids and derivatives
47781-0304-03,725021,N06DA,Anticholinesterases
68382-0383-06,310261,L02BG,Aromatase inhibitors
0168-0201-30,309333,D10AF,Antiinfectives for treatment of acne
0115-1911-01,856605,J05AC,Cyclic amines
25010-0711-15,261330,N04BA,Dopa and dopa derivatives
53489-0552-01,861427,C01BC,"Antiarrhythmics, class Ic"
68084-0229-01,197388,L04AX,Other immunosuppressants
0904-6671-04,577033,G04BE,Drugs used in erectile dysfunction
60687-0206-01,830845,C08DB,Benzothiazepine derivatives
66689-0008-02,312055,A07AA,Antibiotics
0310-0280-39,853202,N05AH,"Diazepines, oxazepines, thiazepines and oxepines"
63323-0142-10,1791593,L01AA,Nitrogen mustard analogues
63323-0733-10,204870,V03AF,Detoxifying agents for antineoplastic treatment
0406-9075-76,197696,N02AB,Phenylpiperidine derivatives
0944-2700-02,1809665,J06BA,"Immunoglobulins, normal human"
63739-0665-10,312743,N05AH,"Diazepines, oxazepines, thiazepines and oxepines"
16729-0276-11,239177,L01BC,Pyrimidine analogues
60505-6132-07,1736781,L01XA,Platinum compounds
16729-0224-05,636631,L01BC,Pyrimidine analogues
61703-0319-22,249364,L01BC,Pyrimidine analogues
0517-0920-08,253113,L01AB,Alkyl sulfonates
59148-0070-91,284425,L01AB,Alkyl sulfonates
0574-0866-10,205175,L04AD,Calcineurin inhibitors
13533-0800-71,1809582,B06AA,Enzymes
58406-0425-34,261105,L04AB,Tumor necrosis factor alpha (TNF-alpha) inhibitors
50383-0810-16,307730,J05AB,Nucleosides and nucleotides excl. reverse transcriptase inhibitors
0591-5661-01,198238,M01AB,Acetic acid derivatives and related substances
63323-0424-05,204508,V03AB,Antidotes
0149-0009-05,201883,J01XE,Nitrofuran derivatives
68084-0294-21,845488,C09AA,"ACE inhibitors, plain"
0597-0153-37,1545668,A10BK,Sodium-glucose co-transporter 2 (SGLT2) inhibitors
54458-0871-10,197904,C10AA,HMG CoA reductase inhibitors
68094-0008-62,308976,N03AF,Carboxamide derivatives
25021-0158-99,239209,A07AA,Antibiotics
68462-0157-40,104894,A04AA,Serotonin (5HT3) antagonists
66689-0025-30,1049615,N02AA,Natural opium alkaloids
0456-1202-30,1307421,A06AX,Other drugs for constipation
17478-0503-05,1869281,V03AB,Antidotes
0781-7117-35,313921,D05AX,Other antipsoriatics for topical use
51991-0838-01,866144,R06AX,Other antihistamines for systemic use
0904-5062-60,198538,A12AA,Calcium
63323-0305-02,313416,J01GB,Other aminoglycosides
70710-1010-02,312122,J05AH,Neuraminidase inhibitors
0409-2337-25,1731345,V03AC,Iron chelating agents
69238-1489-01,197417,C03CA,"Sulfonamides, plain"
0168-0016-31,310861,D07AA,"Corticosteroids, weak (group I)"
51672-2080-01,992528,D01AE,Other antifungals for topical use
50242-0061-01,1657074,L01FG,VEGF/VEGFR (Vascular Endothelial Growth Factor / -Receptor) inhibitors
0310-0720-10,727954,L02BA,Anti-estrogens
0378-4122-01,359144,R03CC,Selective beta-2-adrenoreceptor agonists
55150-0158-72,1737568,N01BB,Amides
0597-0029-01,152697,M01AC,Oxicams
66302-0101-01,352211,B01AC,Platelet aggregation inhibitors excl. heparin
55150-0259-30,465377,R05CB,Mucolytics
68462-0208-01,1299896,C09AA,"ACE inhibitors, plain"
67457-0887-01,1000126,G03AC,Progestogens
0168-0020-31,203105,D07AA,"Corticosteroids, weak (group I)"
63323-0481-57,1010749,N01BB,Amides
51991-0895-33,485434,J05AF,Nucleoside and nucleotide reverse transcriptase inhibitors
59762-5015-01,197701,J02AC,Triazole and tetrazole derivatives
54838-0570-59,485496,N05AX,Other antipsychotics
0264-7800-10,1807634,B05XA,Electrolyte solutions
11980-0211-05,545243,S01BA,"Corticosteroids, plain"
0781-1764-13,835564,N06AA,Non-selective monoamine reuptake inhibitors
68084-0612-21,199123,L02BB,Anti-androgens
63739-0269-10,198240,L02BA,Anti-estrogens
51672-1267-05,1085728,A01AC,Corticosteroids for local oral treatment
70839-0150-30,1011738,C09XA,Renin-inhibitors
0781-1655-01,834102,J01CE,Beta-lactamase sensitive penicillins
0378-7155-01,1244214,A07EA,Corticosteroids acting locally
0536-4678-01,150921,A11DA,"Vitamin B1, plain"
0472-0082-16,307730,J05AB,Nucleosides and nucleotides excl. reverse transcriptase inhibitors
0409-6533-01,1807513,A07AA,Antibiotics
68084-0635-21,477562,C10AB,Fibrates
47783-0101-01,884702,B06AC,Drugs used in hereditary angioedema
65862-0840-03,403818,J01MA,Fluoroquinolones
68094-0853-62,1483744,N07BB,Drugs used in alcohol dependence
0409-4011-01,1665057,C08DA,Phenylalkylamine derivatives
67457-0340-01,1807513,A07AA,Antibiotics
